member_id,first_name,surname,sex,email,city,year,month,order_count,meals_count,monthly_budget,total_expense,balance,commission
173,Renzo,Henderson,M,Re.Henderson@walla.co.il,Ramat Gan,2020,1,27,64,3127.7700000000004,1000.0,-2127.7700000000004,231.14675
57,Kya,Melton,M,Kya.Me@gmail.com,Herzelia,2020,1,28,64,2802.5999999999995,500.0,-2302.5999999999995,203.56275000000008
15,Krystal,Bridges,F,Krystal.Bridges@hotmail.com,Herzelia,2020,1,19,39,1793.5199999999995,500.0,-1293.5199999999995,137.61225000000002
190,Kristina,Hutchinson,F,Kr.Hutchinson@yahoo.com,Ramat Gan,2020,1,26,66,3084.269999999999,1000.0,-2084.269999999999,250.20124999999993
146,Tiya,Warren,F,Tiya.Warren@gmail.com,Tel Aviv,2020,1,27,68,2817.929999999999,600.0,-2217.929999999999,208.02074999999996
11,Louisa,Grant,F,Lo.Gr@gmail.com,Ramat Gan,2020,1,29,65,2990.4599999999987,600.0,-2390.4599999999987,236.22124999999997
185,Subhaan,Washington,M,Su.Wa@hotmail.com,Givatayim,2020,1,21,53,2395.81,500.0,-1895.81,171.80450000000005
62,Janine,Coulson,F,Ja.Coulson@gmail.com,Herzelia,2020,1,22,49,2151.7899999999995,500.0,-1651.7899999999995,181.40575000000004
145,Taran,Samuels,F,Ta.Samuels@hotmail.com,Herzelia,2020,1,24,50,2073.5499999999997,600.0,-1473.5499999999997,151.24199999999996
86,Keir,Ewing,M,Keir.Ewing@walla.co.il,Ramat Hasharon,2020,1,30,81,3622.2200000000016,800.0,-2822.2200000000016,281.47200000000004
169,Emaan,Greenaway,M,Emaan.Greenaway@gmail.com,Herzelia,2020,1,23,59,2720.420000000001,500.0,-2220.420000000001,218.6755
47,Joyce,Newton,F,Joyce.Ne@gmail.com,Herzelia,2020,2,25,61,2789.639999999999,500.0,-2289.639999999999,210.15975000000012
126,Macey,Almond,M,Macey.Almond@yahoo.com,Tel Aviv,2020,2,23,47,2031.0199999999998,1000.0,-1031.0199999999998,152.00050000000005
68,Aydin,Hirst,M,Aydin.Hirst@hotmail.com,Tel Aviv,2020,2,29,63,2680.76,1000.0,-1680.7600000000002,194.63649999999998
115,Rami,Sexton,M,Rami.Sexton@hotmail.com,Ramat Gan,2020,2,24,58,2418.88,600.0,-1818.88,174.28649999999996
193,Mira,Kent,M,Mi.Kent@walla.co.il,Tel Aviv,2020,2,23,52,2212.3400000000006,500.0,-1712.3400000000006,154.84
53,Lilly-Ann,Frey,F,Li.Fr@hotmail.com,Tel Aviv,2020,2,20,47,1995.3000000000002,1000.0,-995.3000000000002,158.48499999999999
192,Amrit,Haworth,M,Am.Ha@hotmail.com,Givatayim,2020,2,22,54,2330.5300000000007,1000.0,-1330.5300000000007,171.52975000000004
19,Nico,Hastings,M,Ni.Hastings@walla.co.il,Givatayim,2020,2,22,43,2191.6,1000.0,-1191.6,168.99675000000002
176,Amman,Zavala,F,Am.Zavala@gmail.com,Givatayim,2020,2,28,67,3106.38,600.0,-2506.38,245.35424999999998
130,Haleemah,Davidson,F,Haleemah.Da@yahoo.com,Tel Aviv,2020,2,20,50,2269.899999999999,1000.0,-1269.8999999999992,162.08824999999996
195,Samuel,Huerta,M,Sa.Huerta@gmail.com,Ramat Gan,2020,2,21,47,2128.9300000000003,800.0,-1328.9300000000003,148.7435
84,Simone,Morse,F,Si.Mo@hotmail.com,Givatayim,2020,2,26,61,2901.1000000000013,500.0,-2401.1000000000013,213.30375000000004
191,Kara,Thompson,F,Kara.Thompson@gmail.com,Ramat Gan,2020,2,19,47,2298.9200000000005,800.0,-1498.9200000000005,181.76350000000005
77,Claude,Patel,M,Cl.Pa@yahoo.com,Tel Aviv,2020,2,20,41,1692.5900000000001,600.0,-1092.5900000000001,131.85375000000002
133,Liyana,Stanton,F,Li.Stanton@hotmail.com,Ramat Gan,2020,2,21,38,1666.9599999999996,800.0,-866.9599999999996,132.99775
67,Campbell,Alvarez,M,Campbell.Alvarez@hotmail.com,Givatayim,2020,2,17,39,1778.6099999999997,600.0,-1178.6099999999997,133.13500000000005
2,Landon,Bishop,F,La.Bi@gmail.com,Herzelia,2020,2,19,53,2137.4800000000005,500.0,-1637.4800000000005,158.43375000000003
69,Griff,Blackwell,M,Griff.Blackwell@walla.co.il,Ramat Hasharon,2020,2,15,23,1212.3300000000002,1000.0,-212.33000000000015,101.54525
82,Misha,Ashley,M,Mi.As@hotmail.com,Ramat Hasharon,2020,2,23,51,2343.0699999999993,1000.0,-1343.0699999999993,203.97575000000006
174,Freyja,Molina,F,Fr.Mo@hotmail.com,Tel Aviv,2020,2,26,67,3012.4799999999987,600.0,-2412.4799999999987,226.10725000000002
177,Sydney,Wells,F,Sy.Wells@yahoo.com,Tel Aviv,2020,2,28,73,3322.7300000000005,500.0,-2822.7300000000005,266.5687500000001
7,Asia,Tang,F,Asia.Ta@hotmail.com,Herzelia,2020,2,28,65,2884.7099999999996,500.0,-2384.7099999999996,222.3655
58,Colleen,Steele,F,Co.St@hotmail.com,Tel Aviv,2020,2,14,32,1456.89,800.0,-656.8900000000001,108.33800000000001
132,Yousuf,Banks,M,Yousuf.Ba@hotmail.com,Ramat Gan,2020,2,20,36,1692.1399999999996,800.0,-892.1399999999996,141.95625
162,Christos,Rodriquez,M,Ch.Ro@yahoo.com,Ramat Hasharon,2020,2,25,60,2758.460000000001,800.0,-1958.460000000001,196.65449999999998
128,Parker,Drake,M,Parker.Dr@walla.co.il,Ramat Hasharon,2020,2,24,46,1820.9199999999998,800.0,-1020.9199999999998,146.08925
59,Jaydon,Trujillo,M,Jaydon.Tr@walla.co.il,Tel Aviv,2020,2,33,77,3443.489999999999,1000.0,-2443.489999999999,245.44975
22,Mikaela,Croft,F,Mi.Croft@gmail.com,Givatayim,2020,2,25,62,2930.4400000000005,1000.0,-1930.4400000000005,229.8214999999999
198,Drew,Begum,M,Drew.Begum@gmail.com,Ramat Hasharon,2020,2,29,68,2989.619999999999,800.0,-2189.619999999999,220.44149999999993
196,Juan,Barlow,M,Juan.Ba@yahoo.com,Herzelia,2020,2,26,66,2963.4599999999996,500.0,-2463.4599999999996,234.55899999999997
140,Florrie,Wilson,F,Fl.Wilson@walla.co.il,Tel Aviv,2020,2,18,45,2035.4199999999996,600.0,-1435.4199999999996,161.8975
150,Lilly-Mae,Greer,F,Li.Gr@hotmail.com,Ramat Hasharon,2020,2,16,38,1898.8199999999997,800.0,-1098.8199999999997,147.17825
161,Callen,Dodd,M,Ca.Dodd@hotmail.com,Ramat Hasharon,2020,2,26,65,2852.8299999999977,500.0,-2352.8299999999977,213.29075
37,Robert,Mckee,M,Robert.Mckee@gmail.com,Herzelia,2020,2,25,55,2548.0200000000004,800.0,-1748.0200000000004,196.64425000000008
18,Rohan,Farrell,F,Ro.Fa@yahoo.com,Ramat Hasharon,2020,2,30,73,3184.580000000001,800.0,-2384.580000000001,249.83425
78,Whitney,Farrington,M,Whitney.Farrington@yahoo.com,Ramat Hasharon,2020,2,19,37,1851.0999999999995,500.0,-1351.0999999999995,138.59675000000004
100,Patryk,Burgess,M,Patryk.Burgess@yahoo.com,Herzelia,2020,2,26,54,2504.1,600.0,-1904.1,188.49599999999998
117,Lillie,Barnard,F,Li.Barnard@hotmail.com,Herzelia,2020,2,26,55,2591.6399999999994,500.0,-2091.6399999999994,197.42524999999998
27,Seth,Calvert,M,Se.Ca@walla.co.il,Ramat Hasharon,2020,2,23,62,2772.5199999999995,1000.0,-1772.5199999999995,183.07374999999996
199,Nial,Meadows,M,Nial.Me@yahoo.com,Givatayim,2020,2,20,50,2267.9,500.0,-1767.9,165.94599999999997
143,Aman,Driscoll,M,Am.Dr@hotmail.com,Herzelia,2020,2,26,61,2577.4400000000005,800.0,-1777.4400000000005,188.40024999999991
51,Essa,Hope,M,Essa.Ho@walla.co.il,Herzelia,2020,2,32,82,3688.09,500.0,-3188.09,241.94275000000002
142,Atlanta,Cunningham,F,At.Cunningham@hotmail.com,Herzelia,2020,2,25,51,2186.2499999999995,600.0,-1586.2499999999995,165.92574999999997
113,Macie,Lara,F,Ma.La@gmail.com,Ramat Hasharon,2020,2,22,68,3018.9500000000003,1000.0,-2018.9500000000003,218.70099999999994
96,Presley,Yu,F,Pr.Yu@walla.co.il,Ramat Hasharon,2020,2,31,67,2945.6199999999994,800.0,-2145.6199999999994,239.61175000000006
147,Ahsan,Oneil,M,Ah.On@walla.co.il,Herzelia,2020,2,24,62,2819.130000000001,500.0,-2319.130000000001,237.17625000000004
153,Kaiya,Robin,M,Ka.Robin@walla.co.il,Givatayim,2020,2,23,61,3048.5300000000007,500.0,-2548.5300000000007,228.11824999999996
48,Kaison,Harvey,M,Kaison.Harvey@yahoo.com,Ramat Gan,2020,2,26,62,2795.850000000001,600.0,-2195.850000000001,211.73175
160,Yu,Hudson,F,Yu.Hu@yahoo.com,Tel Aviv,2020,2,22,43,1985.6999999999998,800.0,-1185.6999999999998,146.00225
50,Jayda,Lord,F,Jayda.Lord@walla.co.il,Tel Aviv,2020,2,23,53,2393.760000000001,600.0,-1793.7600000000011,187.38375000000005
73,Sohaib,Walls,M,Sohaib.Walls@gmail.com,Givatayim,2020,2,27,74,3433.349999999999,600.0,-2833.349999999999,268.53299999999996
76,Christina,Blankenship,F,Christina.Bl@walla.co.il,Herzelia,2020,2,25,55,2718.45,500.0,-2218.45,207.45599999999993
88,Anayah,Lee,F,Anayah.Lee@hotmail.com,Herzelia,2020,2,26,53,2172.869999999999,1000.0,-1172.869999999999,166.49825000000007
144,Willie,Cairns,M,Willie.Ca@hotmail.com,Herzelia,2020,2,31,72,2936.22,600.0,-2336.22,215.01999999999984
97,Gabriel,Bannister,M,Ga.Bannister@gmail.com,Tel Aviv,2020,2,28,70,3383.4500000000016,800.0,-2583.4500000000016,258.04725
167,Milan,Brookes,F,Mi.Br@gmail.com,Givatayim,2020,2,28,63,2803.76,500.0,-2303.76,210.03724999999997
104,Blake,Dyer,F,Blake.Dy@gmail.com,Ramat Hasharon,2020,2,22,51,2288.5099999999993,1000.0,-1288.5099999999993,174.13549999999998
71,Cecil,Hatfield,M,Ce.Ha@hotmail.com,Ramat Hasharon,2020,2,32,72,3356.2599999999998,500.0,-2856.2599999999998,253.62650000000005
21,Marlon,Day,M,Marlon.Day@gmail.com,Tel Aviv,2020,2,27,63,2551.3900000000012,600.0,-1951.3900000000012,204.82099999999994
31,Kaisha,Watkins,F,Kaisha.Watkins@walla.co.il,Ramat Gan,2020,2,14,34,1397.9,1000.0,-397.9000000000001,115.14275000000002
14,Clarke,Ponce,M,Clarke.Ponce@walla.co.il,Ramat Gan,2020,2,19,41,1808.81,600.0,-1208.81,141.94650000000001
12,Glyn,Cooper,M,Gl.Co@hotmail.com,Ramat Hasharon,2020,2,16,31,1504.62,500.0,-1004.6199999999999,112.84600000000002
187,Niyah,Whelan,M,Niyah.Whelan@yahoo.com,Ramat Hasharon,2020,2,25,62,2603.9199999999996,1000.0,-1603.9199999999996,204.72325000000004
94,Sayed,Irvine,M,Sayed.Ir@yahoo.com,Herzelia,2020,2,17,35,1497.5399999999997,600.0,-897.5399999999997,125.93449999999997
138,Jiya,Raymond,F,Ji.Ra@hotmail.com,Givatayim,2020,2,22,39,1934.01,600.0,-1334.01,157.38450000000003
183,Elijah,Beech,M,Elijah.Be@hotmail.com,Tel Aviv,2020,2,27,63,2854.8099999999995,500.0,-2354.8099999999995,226.362
89,Jerry,Smith,F,Jerry.Sm@gmail.com,Givatayim,2020,2,31,70,3055.7,500.0,-2555.7,233.60499999999996
3,Jia,Delarosa,M,Jia.De@gmail.com,Herzelia,2020,2,16,34,1572.6000000000001,500.0,-1072.6000000000001,109.60975
122,Ellena,Castro,F,El.Ca@yahoo.com,Herzelia,2020,2,28,64,2731.899999999999,800.0,-1931.8999999999992,201.68025000000003
108,Alexa,Stokes,F,Al.Stokes@yahoo.com,Tel Aviv,2020,2,26,48,2054.79,800.0,-1254.79,152.95825000000002
141,Chanel,Paine,F,Chanel.Paine@gmail.com,Ramat Gan,2020,2,35,76,3224.76,500.0,-2724.76,239.66374999999994
43,Simrah,Greig,F,Si.Greig@yahoo.com,Herzelia,2020,2,24,62,2765.55,600.0,-2165.55,214.79799999999997
42,Aahil,Redman,M,Aahil.Re@hotmail.com,Ramat Hasharon,2020,2,33,89,3865.449999999999,1000.0,-2865.449999999999,291.0464999999999
200,Diya,Myers,F,Diya.My@walla.co.il,Givatayim,2020,2,21,55,2298.5,600.0,-1698.5,198.61900000000006
139,Octavia,Hooper,F,Oc.Hooper@gmail.com,Ramat Gan,2020,2,22,63,2843.3199999999993,800.0,-2043.3199999999993,215.45649999999995
127,Tylor,Cochran,M,Ty.Cochran@gmail.com,Ramat Gan,2020,2,23,50,2226.79,800.0,-1426.79,159.46375000000006
38,Nathalie,Marshall,F,Na.Marshall@yahoo.com,Givatayim,2020,2,30,66,2894.979999999999,600.0,-2294.979999999999,204.45125000000004
17,Ellis,Coates,F,El.Co@gmail.com,Ramat Hasharon,2020,2,16,36,1434.4099999999999,500.0,-934.4099999999999,100.05400000000002
107,Anton,Ray,M,Anton.Ray@yahoo.com,Givatayim,2020,2,29,75,3517.97,1000.0,-2517.97,270.65949999999987
4,Valentina,Ratcliffe,F,Va.Ratcliffe@gmail.com,Herzelia,2020,2,30,72,3007.22,600.0,-2407.22,212.86174999999992
16,Sonia,Rosales,F,So.Ro@yahoo.com,Givatayim,2020,2,18,53,2197.0999999999995,500.0,-1697.0999999999995,156.57549999999998
95,Briony,Plummer,F,Br.Pl@yahoo.com,Herzelia,2020,2,24,61,2659.369999999999,600.0,-2059.369999999999,201.34700000000007
55,Yasir,Noel,M,Ya.Noel@walla.co.il,Givatayim,2020,2,25,60,2710.83,500.0,-2210.83,219.37875
120,Bridget,Colley,F,Bridget.Co@gmail.com,Givatayim,2020,2,23,54,2675.5099999999993,800.0,-1875.5099999999993,196.74074999999996
179,Israel,Dunlap,M,Is.Du@walla.co.il,Ramat Gan,2020,2,17,43,1932.2099999999996,500.0,-1432.2099999999996,146.6855
99,Osian,England,M,Os.England@hotmail.com,Herzelia,2020,2,22,50,2224.2,500.0,-1724.1999999999998,169.56875000000002
75,Bridie,Morales,F,Bridie.Morales@yahoo.com,Ramat Gan,2020,2,29,67,3016.7999999999997,800.0,-2216.7999999999997,230.8169999999999
54,Cavan,Bates,M,Ca.Ba@walla.co.il,Ramat Hasharon,2020,2,26,66,2813.1399999999994,800.0,-2013.1399999999994,202.73099999999997
125,Maheen,Marin,M,Maheen.Ma@hotmail.com,Herzelia,2020,2,21,44,1924.82,500.0,-1424.82,140.28374999999994
10,Mahad,Ware,M,Ma.Ware@walla.co.il,Givatayim,2020,2,21,47,2348.75,600.0,-1748.75,194.81075000000004
124,Imogen,Lynch,F,Im.Ly@hotmail.com,Ramat Hasharon,2020,2,30,72,3306.7,1000.0,-2306.7,266.291
163,Aman,Mccoy,F,Aman.Mc@hotmail.com,Herzelia,2020,2,31,71,3095.150000000001,500.0,-2595.150000000001,240.18025
189,Nelson,Esparza,M,Nelson.Esparza@yahoo.com,Herzelia,2020,2,31,68,3022.149999999999,500.0,-2522.149999999999,208.78149999999997
136,Shanay,Reyna,M,Sh.Reyna@yahoo.com,Givatayim,2020,2,27,63,2773.04,500.0,-2273.04,189.58925000000005
72,Nichole,Edge,F,Nichole.Edge@gmail.com,Givatayim,2020,2,27,68,3141.0199999999995,600.0,-2541.0199999999995,245.67475000000002
45,Jaime,Britton,M,Jaime.Britton@walla.co.il,Tel Aviv,2020,2,28,69,3287.5199999999977,800.0,-2487.5199999999977,253.79825000000014
49,Blane,Compton,M,Bl.Co@gmail.com,Ramat Hasharon,2020,2,19,46,2219.9,800.0,-1419.9,178.28449999999998
137,Terrence,Payne,M,Te.Pa@hotmail.com,Tel Aviv,2020,2,27,55,2838.620000000001,800.0,-2038.6200000000008,204.82175
175,Sadie,Waller,F,Sadie.Wa@gmail.com,Ramat Gan,2020,2,22,46,2061.06,1000.0,-1061.06,153.72
157,Lynn,Mackie,F,Lynn.Ma@yahoo.com,Herzelia,2020,2,27,60,2811.8800000000006,1000.0,-1811.8800000000006,226.64974999999995
154,Daanyal,Holding,M,Da.Ho@walla.co.il,Ramat Hasharon,2020,2,23,49,2304.0200000000004,1000.0,-1304.0200000000004,171.87975000000003
24,Amy-Louise,Mayo,F,Am.Mayo@gmail.com,Herzelia,2020,2,22,58,2664.770000000001,500.0,-2164.770000000001,214.32275000000007
178,Jill,Frame,M,Jill.Fr@gmail.com,Tel Aviv,2020,2,25,54,2495.77,500.0,-1995.77,203.44549999999998
63,Lorena,Dunkley,M,Lo.Dunkley@walla.co.il,Givatayim,2020,2,29,75,3277.0400000000004,500.0,-2777.0400000000004,246.17774999999992
5,Stacie,Patel,F,St.Patel@hotmail.com,Ramat Hasharon,2020,2,23,49,2315.2699999999995,500.0,-1815.2699999999995,187.85575000000006
85,Milly,Cash,F,Mi.Cash@gmail.com,Ramat Gan,2020,2,25,66,2795.979999999999,600.0,-2195.979999999999,236.4440000000001
33,Elspeth,Zuniga,F,El.Zu@gmail.com,Ramat Hasharon,2020,2,17,32,1479.8000000000004,500.0,-979.8000000000004,120.71425000000002
9,Maison,Watt,M,Maison.Watt@gmail.com,Ramat Gan,2020,2,20,61,2708.9900000000002,500.0,-2208.9900000000002,224.99925000000013
28,Cassidy,Villa,F,Cassidy.Villa@walla.co.il,Tel Aviv,2020,2,29,60,2723.1799999999994,600.0,-2123.1799999999994,197.44650000000001
170,Acacia,Slater,F,Ac.Slater@walla.co.il,Tel Aviv,2020,2,21,45,1912.23,500.0,-1412.23,143.79949999999994
91,Leo,Walton,M,Leo.Walton@hotmail.com,Givatayim,2020,2,29,65,2814.4900000000016,1000.0,-1814.4900000000016,228.34650000000002
164,Danyal,Brennan,M,Da.Brennan@gmail.com,Ramat Hasharon,2020,2,24,51,2285.09,500.0,-1785.0900000000001,159.88049999999996
118,Amar,Hewitt,M,Amar.He@gmail.com,Herzelia,2020,2,29,70,3374.3100000000004,600.0,-2774.3100000000004,258.26424999999995
156,Amara,Shelton,M,Am.Sh@yahoo.com,Givatayim,2020,2,17,45,2046.04,600.0,-1446.04,163.77749999999995
129,Bobbie,Cochran,F,Bo.Cochran@gmail.com,Herzelia,2020,2,24,56,2556.1599999999994,800.0,-1756.1599999999994,188.64924999999994
119,Steffan,Mata,M,St.Ma@walla.co.il,Ramat Gan,2020,2,24,50,2200.95,500.0,-1700.9499999999998,174.04000000000002
30,Anisah,Downs,F,An.Do@yahoo.com,Ramat Hasharon,2020,2,27,55,2540.4300000000003,1000.0,-1540.4300000000003,186.36825
74,Lani,O'Reilly,M,Lani.O@walla.co.il,Herzelia,2020,2,21,49,2347.64,600.0,-1747.6399999999999,178.21124999999995
197,Natalia,Daniel,F,Natalia.Da@gmail.com,Herzelia,2020,2,20,53,2541.6699999999996,500.0,-2041.6699999999996,182.51700000000002
111,Barbara,Hayward,F,Barbara.Ha@hotmail.com,Ramat Gan,2020,2,17,42,1869.8099999999997,800.0,-1069.8099999999997,151.40625
182,Micah,Tucker,M,Mi.Tu@yahoo.com,Ramat Gan,2020,2,20,42,1918.0300000000002,800.0,-1118.0300000000002,159.76374999999996
80,Sioned,Russell,F,Sioned.Russell@walla.co.il,Ramat Hasharon,2020,2,28,58,2675.6499999999996,1000.0,-1675.6499999999996,199.73950000000008
188,Darlene,Perry,F,Da.Perry@hotmail.com,Ramat Gan,2020,2,15,29,1352.59,800.0,-552.5899999999999,96.82050000000002
26,Estelle,Doherty,F,Estelle.Do@hotmail.com,Herzelia,2020,2,27,64,2810.960000000001,1000.0,-1810.960000000001,204.44074999999987
29,Madison,Sanchez,F,Madison.Sanchez@hotmail.com,Ramat Hasharon,2020,2,23,49,2055.1899999999996,800.0,-1255.1899999999996,166.23375
6,Fallon,Case,M,Fa.Case@walla.co.il,Ramat Hasharon,2020,2,26,68,3376.5399999999995,600.0,-2776.5399999999995,265.93799999999993
103,Gregor,Bishop,M,Gr.Bishop@hotmail.com,Givatayim,2020,2,23,48,2124.1599999999994,800.0,-1324.1599999999994,157.27325000000005
149,Zoey,Hendricks,F,Zoey.He@hotmail.com,Herzelia,2020,2,20,51,2249.9400000000005,600.0,-1649.9400000000005,195.56974999999997
172,Frances,Major,M,Fr.Major@gmail.com,Givatayim,2020,2,23,52,2338.0899999999997,600.0,-1738.0899999999997,171.54225
109,Simon,Mccormick,M,Si.Mc@walla.co.il,Herzelia,2020,2,12,28,1336.38,800.0,-536.3800000000001,112.68700000000001
83,Tony,Francis,M,To.Francis@gmail.com,Givatayim,2020,2,14,32,1397.5000000000002,600.0,-797.5000000000002,122.38474999999998
112,Faith,Owen,F,Fa.Ow@yahoo.com,Ramat Hasharon,2020,2,25,67,2873.000000000001,1000.0,-1873.000000000001,227.06300000000002
93,Alexandru,Holmes,M,Al.Ho@hotmail.com,Givatayim,2020,2,22,45,2033.0000000000002,600.0,-1433.0000000000002,171.30050000000006
87,Mason,Booth,M,Ma.Bo@yahoo.com,Ramat Gan,2020,2,19,46,2172.37,600.0,-1572.37,153.92200000000003
105,Bonita,Benton,F,Bo.Benton@hotmail.com,Tel Aviv,2020,2,18,43,1804.5799999999995,1000.0,-804.5799999999995,133.93375
25,Safwan,Flowers,M,Sa.Flowers@hotmail.com,Tel Aviv,2020,2,19,40,1779.9400000000007,600.0,-1179.9400000000007,130.83849999999998
1,Ollie,Kinney,M,Ol.Kinney@walla.co.il,Herzelia,2020,2,16,38,1588.05,1000.0,-588.05,110.53225
81,Daniel,Calderon,M,Daniel.Ca@walla.co.il,Givatayim,2020,2,18,49,2130.5100000000007,500.0,-1630.5100000000007,173.95875
158,Kristi,Faulkner,M,Kr.Fa@walla.co.il,Givatayim,2020,2,24,55,2559.8299999999995,1000.0,-1559.8299999999995,194.34099999999998
64,Jody,Horn,F,Jo.Ho@walla.co.il,Ramat Gan,2020,2,24,52,2216.8999999999996,600.0,-1616.8999999999996,171.54499999999993
131,Jun,Barnard,M,Ju.Ba@hotmail.com,Ramat Hasharon,2020,2,21,45,2169.8399999999997,1000.0,-1169.8399999999997,167.35
35,Ines,Lott,M,Ines.Lo@hotmail.com,Givatayim,2020,2,20,54,2083.72,1000.0,-1083.7199999999998,175.45775
106,Simeon,Guevara,M,Simeon.Gu@walla.co.il,Ramat Hasharon,2020,2,19,34,1479.8999999999999,1000.0,-479.89999999999986,111.53
135,Cynthia,Frye,F,Cy.Fr@walla.co.il,Ramat Gan,2020,2,20,49,2224.3,1000.0,-1224.3000000000002,161.31625
181,Armaan,Weston,M,Ar.Weston@hotmail.com,Tel Aviv,2020,2,21,45,1992.9399999999994,600.0,-1392.9399999999994,161.89124999999999
8,Jadine,Holt,F,Ja.Holt@yahoo.com,Givatayim,2020,2,35,84,3591.2100000000014,600.0,-2991.2100000000014,278.67224999999996
79,Danny,Ortiz,M,Danny.Or@hotmail.com,Ramat Hasharon,2020,2,19,39,1718.9,600.0,-1118.9,124.75774999999999
102,Wren,Arnold,F,Wren.Arnold@yahoo.com,Ramat Hasharon,2020,2,23,51,2338.6899999999996,1000.0,-1338.6899999999996,152.77600000000004
159,Kaden,Oneal,M,Ka.Oneal@walla.co.il,Ramat Hasharon,2020,2,24,59,2820.4999999999995,800.0,-2020.4999999999995,227.11075
65,Carmen,Calvert,F,Carmen.Ca@hotmail.com,Tel Aviv,2020,2,28,64,3008.7900000000013,1000.0,-2008.7900000000013,215.2622499999999
110,Danyl,Martins,M,Da.Martins@yahoo.com,Givatayim,2020,2,18,40,1750.32,800.0,-950.3199999999999,131.38699999999997
114,Matthias,Norton,M,Matthias.No@yahoo.com,Givatayim,2020,2,25,60,2651.0499999999997,1000.0,-1651.0499999999997,202.75274999999996
98,Amina,Hogan,F,Am.Ho@yahoo.com,Givatayim,2020,2,22,44,1938.5999999999997,800.0,-1138.5999999999997,162.44950000000006
44,Evie,Berg,F,Ev.Be@gmail.com,Herzelia,2020,2,23,45,1798.4200000000003,600.0,-1198.4200000000003,119.86325000000002
41,Hadi,Gardiner,M,Hadi.Ga@hotmail.com,Herzelia,2020,2,19,51,2468.9700000000007,500.0,-1968.9700000000007,193.22375
66,Kamron,Goodwin,M,Ka.Goodwin@hotmail.com,Ramat Hasharon,2020,2,24,55,2262.82,800.0,-1462.8200000000002,181.09500000000003
60,Bryson,Lynch,M,Bryson.Ly@hotmail.com,Tel Aviv,2020,2,27,69,3225.6699999999996,800.0,-2425.6699999999996,241.54599999999994
39,Alyx,Conway,M,Alyx.Conway@walla.co.il,Tel Aviv,2020,2,25,52,2349.4299999999994,800.0,-1549.4299999999994,183.64849999999998
32,Fox,Hunt,M,Fox.Hu@walla.co.il,Herzelia,2020,2,25,61,2655.2700000000004,500.0,-2155.2700000000004,194.71099999999998
165,Frankie,Huff,F,Frankie.Huff@walla.co.il,Ramat Hasharon,2020,2,15,35,1468.36,1000.0,-468.3599999999999,107.03824999999999
70,Ari,Barr,M,Ar.Barr@yahoo.com,Ramat Hasharon,2020,2,27,60,2851.81,500.0,-2351.81,223.90099999999995
121,Princess,Timms,F,Pr.Ti@gmail.com,Tel Aviv,2020,2,23,45,1767.9499999999998,800.0,-967.9499999999998,132.1915
101,Yaqub,Reese,M,Ya.Reese@gmail.com,Tel Aviv,2020,2,28,58,2425.0899999999997,500.0,-1925.0899999999997,191.75774999999993
180,Bilaal,Berry,M,Bilaal.Berry@yahoo.com,Ramat Gan,2020,2,20,49,2195.4799999999996,1000.0,-1195.4799999999996,151.53425000000001
155,Axl,Bull,M,Axl.Bull@walla.co.il,Ramat Hasharon,2020,2,25,53,2157.8399999999992,600.0,-1557.8399999999992,157.16200000000003
148,Nora,Xiong,M,Nora.Xiong@walla.co.il,Herzelia,2020,2,30,62,2677.769999999999,1000.0,-1677.769999999999,202.33975000000007
116,Tess,Dorsey,F,Tess.Dorsey@yahoo.com,Ramat Hasharon,2020,2,23,52,2409.1499999999996,500.0,-1909.1499999999996,172.0055
13,Jed,Fuentes,M,Je.Fu@hotmail.com,Givatayim,2020,2,28,64,2875.62,1000.0,-1875.62,237.16250000000002
123,Romy,Neal,F,Romy.Neal@walla.co.il,Tel Aviv,2020,2,26,66,3170.3199999999983,600.0,-2570.3199999999983,251.27900000000002
20,Adelina,Ashley,F,Ad.As@hotmail.com,Herzelia,2020,2,18,32,1528.86,800.0,-728.8599999999999,113.09549999999997
194,Shannon,Harwood,F,Shannon.Ha@walla.co.il,Givatayim,2020,2,19,46,1942.8899999999996,800.0,-1142.8899999999996,143.77149999999995
184,Farah,Sutton,F,Farah.Sutton@yahoo.com,Tel Aviv,2020,2,26,53,2578.28,500.0,-2078.28,195.30900000000003
151,Arisha,Irving,F,Ar.Irving@walla.co.il,Ramat Hasharon,2020,2,25,57,2322.5599999999995,500.0,-1822.5599999999995,161.20099999999996
168,Manveer,Knight,F,Manveer.Kn@hotmail.com,Herzelia,2020,2,29,64,2752.9000000000005,800.0,-1952.9000000000005,220.4817499999999
52,Franklyn,Findlay,M,Franklyn.Findlay@yahoo.com,Tel Aviv,2020,2,17,40,1971.39,800.0,-1171.39,148.559
92,Sofia,Calhoun,F,So.Calhoun@walla.co.il,Ramat Gan,2020,2,26,56,2230.6400000000003,500.0,-1730.6400000000003,184.93574999999996
40,Mairead,Acevedo,F,Ma.Acevedo@walla.co.il,Herzelia,2020,2,21,47,2098.4300000000003,600.0,-1498.4300000000003,174.92399999999998
61,Kiki,Schneider,F,Kiki.Sc@hotmail.com,Herzelia,2020,2,27,62,2816.2599999999993,600.0,-2216.2599999999993,207.34199999999996
166,Luka,Holder,F,Luka.Ho@yahoo.com,Givatayim,2020,2,19,35,1446.9299999999998,500.0,-946.9299999999998,106.31300000000002
